Date,Open,High,Low,Close,Adj Close,Volume,Name
2018-01-01,571.5,585.4000244140625,571.25,574.0499877929688,546.8529052734375,5314142,SUNPHARMA
2018-01-02,577.0,582.0,567.2000122070312,572.1500244140625,545.0429077148438,3839130,SUNPHARMA
2018-01-03,575.0,578.9500122070312,567.0,569.0499877929688,542.0897216796875,2182632,SUNPHARMA
2018-01-04,572.0,583.9500122070312,560.0999755859375,581.2000122070312,553.6641845703125,6246746,SUNPHARMA
2018-01-05,585.0,587.3499755859375,575.2999877929688,578.75,551.3302001953125,4600683,SUNPHARMA
2018-01-08,588.0,604.5999755859375,586.1500244140625,591.5999755859375,563.5713500976562,10475190,SUNPHARMA
2018-01-09,597.0,598.0,584.3499755859375,586.5,558.7130737304688,4025566,SUNPHARMA
2018-01-10,590.7999877929688,594.0,581.4000244140625,585.0999755859375,557.3793334960938,2929462,SUNPHARMA
2018-01-11,585.75,598.5,580.5,587.9500122070312,560.0943603515625,5930449,SUNPHARMA
2018-01-12,590.0,591.4500122070312,579.5999755859375,583.4500122070312,555.8076782226562,2842683,SUNPHARMA
2018-01-15,586.7999877929688,586.7999877929688,574.5,576.4500122070312,549.1392822265625,4456611,SUNPHARMA
2018-01-16,577.3499755859375,583.9500122070312,572.1500244140625,577.7000122070312,550.3299560546875,4868363,SUNPHARMA
2018-01-17,583.0,585.9000244140625,576.7000122070312,583.75,556.0933837890625,4812606,SUNPHARMA
2018-01-18,586.0,589.4500122070312,574.2999877929688,576.7000122070312,549.3773803710938,3679687,SUNPHARMA
2018-01-19,580.0,580.6500244140625,567.5999755859375,572.0999755859375,544.9953002929688,4693971,SUNPHARMA
2018-01-22,573.0,578.9000244140625,568.8499755859375,576.1500244140625,548.8534545898438,3072409,SUNPHARMA
2018-01-23,579.0,585.8499755859375,575.5,579.3499755859375,551.9017944335938,4790590,SUNPHARMA
2018-01-24,577.0,596.5,575.0999755859375,586.5499877929688,558.7606201171875,7168397,SUNPHARMA
2018-01-25,591.0,596.0,578.0,579.8499755859375,552.3780517578125,4213982,SUNPHARMA
2018-01-29,581.0499877929688,594.2000122070312,578.3499755859375,587.9500122070312,560.0943603515625,6006564,SUNPHARMA
2018-01-30,585.7000122070312,594.75,580.0499877929688,591.9500122070312,563.9049072265625,3542190,SUNPHARMA
2018-01-31,590.0,594.9000244140625,575.0499877929688,579.9000244140625,552.4259033203125,4781423,SUNPHARMA
2018-02-01,580.0,580.0,549.5499877929688,554.2999877929688,528.03857421875,8789899,SUNPHARMA
2018-02-02,552.0,567.3499755859375,544.6500244140625,551.2000122070312,525.0855102539062,10873325,SUNPHARMA
2018-02-05,538.7999877929688,560.4500122070312,533.5499877929688,557.4500122070312,531.039306640625,4734366,SUNPHARMA
2018-02-06,537.0,554.5,531.2000122070312,551.7999877929688,525.6570434570312,6325143,SUNPHARMA
2018-02-07,556.0,557.4500122070312,542.5999755859375,549.5,523.4661254882812,5110233,SUNPHARMA
2018-02-08,540.0499877929688,587.0,533.7999877929688,584.0999755859375,556.4267578125,13707589,SUNPHARMA
2018-02-09,570.0999755859375,586.0,570.0999755859375,582.7000122070312,555.0930786132812,3796079,SUNPHARMA
2018-02-12,586.0,608.9500122070312,585.0,589.1500244140625,561.237548828125,10261511,SUNPHARMA
2018-02-14,590.9500122070312,591.7999877929688,571.2000122070312,574.7999877929688,547.5673828125,6630066,SUNPHARMA
2018-02-15,565.4000244140625,584.9500122070312,565.4000244140625,575.75,548.472412109375,10715444,SUNPHARMA
2018-02-16,575.4000244140625,577.5499877929688,563.3499755859375,575.25,547.99609375,6640151,SUNPHARMA
2018-02-19,575.0,577.25,553.5499877929688,561.4000244140625,534.8023071289062,3518880,SUNPHARMA
2018-02-20,564.6500244140625,566.6500244140625,557.0,559.5,532.9922485351562,2481944,SUNPHARMA
2018-02-21,560.0499877929688,563.0,511.29998779296875,525.75,500.84124755859375,21898950,SUNPHARMA
2018-02-22,527.5,547.0,524.0,541.4500122070312,515.7974853515625,12473655,SUNPHARMA
2018-02-23,550.0,575.25,546.0,569.6500244140625,542.6614990234375,30844893,SUNPHARMA
2018-02-26,570.0,571.9000244140625,553.3499755859375,555.9500122070312,529.6104125976562,8083731,SUNPHARMA
2018-02-27,555.9500122070312,563.4500122070312,542.0499877929688,544.7999877929688,518.9887084960938,6920945,SUNPHARMA
2018-02-28,543.0,552.3499755859375,532.6500244140625,535.3499755859375,509.9863586425781,8366660,SUNPHARMA
2018-03-01,537.9500122070312,541.5,533.25,535.4000244140625,510.0340270996094,4264631,SUNPHARMA
2018-03-05,535.0999755859375,552.7000122070312,527.0499877929688,548.5499877929688,522.56103515625,7343286,SUNPHARMA
2018-03-06,561.0,563.0,530.0,531.75,506.5569152832031,9825945,SUNPHARMA
2018-03-07,532.0,534.1500244140625,520.0999755859375,524.8499755859375,499.98388671875,6282066,SUNPHARMA
2018-03-08,529.7000122070312,530.5,509.5,514.5999755859375,490.2195129394531,9316674,SUNPHARMA
2018-03-09,514.0,519.9000244140625,505.0,506.79998779296875,482.7890319824219,4996423,SUNPHARMA
2018-03-12,511.0,516.0,506.54998779296875,512.6500244140625,488.3619079589844,4632925,SUNPHARMA
2018-03-13,512.6500244140625,525.5,512.6500244140625,523.2999877929688,498.5073547363281,4795084,SUNPHARMA
2018-03-14,523.2999877929688,523.2999877929688,516.0999755859375,520.0999755859375,495.4588928222656,2469628,SUNPHARMA
2018-03-15,520.0,529.0,514.75,516.4500122070312,491.98187255859375,3013808,SUNPHARMA
2018-03-16,512.0499877929688,522.0,501.29998779296875,503.04998779296875,479.21673583984375,8924919,SUNPHARMA
2018-03-19,506.79998779296875,508.54998779296875,496.0,497.6499938964844,474.07257080078125,5580228,SUNPHARMA
2018-03-20,496.75,511.0,493.75,508.75,484.64666748046875,4615574,SUNPHARMA
2018-03-21,513.9500122070312,515.5999755859375,502.54998779296875,504.5,480.59808349609375,3986735,SUNPHARMA
2018-03-22,520.0,521.0,505.1000061035156,508.3999938964844,484.313232421875,8691889,SUNPHARMA
2018-03-23,501.79998779296875,506.75,497.54998779296875,502.3999938964844,478.5975036621094,5098042,SUNPHARMA
2018-03-26,502.3999938964844,506.8999938964844,496.1000061035156,503.20001220703125,479.3596496582031,4203954,SUNPHARMA
2018-03-27,506.0,512.25,503.20001220703125,505.1000061035156,481.1695861816406,4458072,SUNPHARMA
2018-03-28,504.0,504.70001220703125,492.0,495.1000061035156,471.64337158203125,6856832,SUNPHARMA
2018-04-02,500.8999938964844,510.0,496.04998779296875,507.8500061035156,483.789306640625,2924481,SUNPHARMA
2018-04-03,506.0,512.2000122070312,504.5,510.0,485.83746337890625,2709038,SUNPHARMA
2018-04-04,514.9500122070312,514.9500122070312,501.0,502.25,478.4546203613281,3120925,SUNPHARMA
2018-04-05,506.0,513.0,505.1000061035156,507.54998779296875,483.5035095214844,2409577,SUNPHARMA
2018-04-06,508.0,515.2999877929688,507.0,512.5999755859375,488.3142395019531,2772128,SUNPHARMA
2018-04-09,512.0,517.75,507.3500061035156,510.8500061035156,486.6471862792969,2395291,SUNPHARMA
2018-04-10,512.4000244140625,515.9000244140625,507.5,508.25,484.17034912109375,2645876,SUNPHARMA
2018-04-11,511.0,522.9000244140625,510.29998779296875,521.4500122070312,496.7450256347656,5693850,SUNPHARMA
2018-04-12,521.5,521.5,509.6000061035156,515.9000244140625,491.45794677734375,3619891,SUNPHARMA
2018-04-13,514.5999755859375,519.7999877929688,510.29998779296875,513.0,488.69537353515625,2130074,SUNPHARMA
2018-04-16,513.0,521.0,511.5,519.4000244140625,494.7921142578125,2687330,SUNPHARMA
2018-04-17,521.9000244140625,521.9000244140625,510.5,512.1500244140625,487.88555908203125,3104869,SUNPHARMA
2018-04-18,514.3499755859375,517.4000244140625,510.6499938964844,512.0,487.74267578125,2412444,SUNPHARMA
2018-04-19,515.0,515.0,506.3500061035156,509.20001220703125,485.0753479003906,1936774,SUNPHARMA
2018-04-20,509.0,509.0,502.0,505.29998779296875,481.3601379394531,4431085,SUNPHARMA
2018-04-23,505.0,515.5,505.0,514.25,489.8861083984375,2424057,SUNPHARMA
2018-04-24,515.9000244140625,523.5,512.5,517.7999877929688,493.26788330078125,3432552,SUNPHARMA
2018-04-25,514.5,521.4500122070312,511.20001220703125,514.0499877929688,489.6955261230469,2112975,SUNPHARMA
2018-04-26,514.0,522.7000122070312,511.29998779296875,512.5999755859375,488.3142395019531,3304748,SUNPHARMA
2018-04-27,517.5,526.4000244140625,515.25,524.1500244140625,499.3170471191406,3998704,SUNPHARMA
2018-04-30,528.0,530.9500122070312,525.0999755859375,528.4000244140625,503.3657531738281,1689385,SUNPHARMA
2018-05-02,530.0,530.75,510.45001220703125,515.2000122070312,490.79107666015625,5805988,SUNPHARMA
2018-05-03,517.0,539.2999877929688,511.6499938964844,536.0,510.6056823730469,7457111,SUNPHARMA
2018-05-04,530.0,533.0,516.4000244140625,517.9500122070312,493.41082763671875,5429919,SUNPHARMA
2018-05-07,518.0,520.0,506.5,513.7000122070312,489.3621826171875,3837196,SUNPHARMA
2018-05-08,514.0,519.25,508.6000061035156,511.45001220703125,487.2187805175781,2519096,SUNPHARMA
2018-05-09,511.45001220703125,514.7999877929688,505.20001220703125,506.1499938964844,482.1698303222656,2477607,SUNPHARMA
2018-05-10,508.0,509.25,495.29998779296875,497.20001220703125,473.6439514160156,4218689,SUNPHARMA
2018-05-11,494.0,496.1499938964844,467.75,472.04998779296875,449.6854248046875,9906203,SUNPHARMA
2018-05-14,473.0,487.79998779296875,472.0,473.79998779296875,451.3525390625,6746471,SUNPHARMA
