Date,Open,High,Low,Close,Adj Close,Volume,Name
2018-01-01,914.0358276367188,914.0358276367188,898.9785766601562,901.2074584960938,881.918212890625,4362651,RELIANCE
2018-01-02,904.4269409179688,910.9154052734375,897.888916015625,902.5942993164062,883.2753295898438,4383980,RELIANCE
2018-01-03,916.3142700195312,917.3048706054688,904.4764404296875,906.2100219726562,886.813720703125,6233847,RELIANCE
2018-01-04,909.528564453125,913.144287109375,907.1015625,911.6583862304688,892.1453857421875,4157621,RELIANCE
2018-01-05,913.144287109375,918.1964111328125,911.60888671875,914.5806884765625,895.0051879882812,3434151,RELIANCE
2018-01-08,917.4039306640625,922.2579345703125,914.828369140625,919.8309326171875,900.14306640625,4073668,RELIANCE
2018-01-09,919.4346923828125,935.0368041992188,915.3236694335938,932.114501953125,912.1637573242188,6596942,RELIANCE
2018-01-10,934.145263671875,938.50390625,926.7156372070312,933.5013427734375,913.5208740234375,5412323,RELIANCE
2018-01-11,932.9564819335938,933.7985229492188,926.2203369140625,928.9445190429688,909.0615844726562,3622391,RELIANCE
2018-01-12,934.145263671875,943.8532104492188,929.4398193359375,940.0888671875,919.9674072265625,6955338,RELIANCE
2018-01-15,941.0795288085938,949.4996948242188,936.3245849609375,940.2374877929688,920.11279296875,5132305,RELIANCE
2018-01-16,938.8010864257812,938.8010864257812,911.3612060546875,914.2835083007812,894.71435546875,4995805,RELIANCE
2018-01-17,917.3048706054688,920.2766723632812,898.4832763671875,915.8189697265625,896.2169189453125,6093651,RELIANCE
2018-01-18,920.2766723632812,920.8710327148438,906.5072021484375,911.0640258789062,891.5638427734375,4329708,RELIANCE
2018-01-19,914.3330078125,925.6259765625,913.4414672851562,922.5551147460938,902.8089599609375,4602784,RELIANCE
2018-01-22,939.0982666015625,965.1513061523438,931.1734008789062,962.3776245117188,941.7791137695312,21090881,RELIANCE
2018-01-23,965.8447265625,981.6449584960938,965.8447265625,974.0172729492188,953.1695556640625,10396119,RELIANCE
2018-01-24,972.5313720703125,972.5313720703125,953.6107177734375,957.2760009765625,936.7866821289062,6594595,RELIANCE
2018-01-25,958.8114013671875,962.8729248046875,947.1717529296875,956.8302001953125,936.3504638671875,6308657,RELIANCE
2018-01-29,957.1273803710938,968.1231689453125,950.2921752929688,955.443359375,934.9932250976562,4567493,RELIANCE
2018-01-30,956.7311401367188,956.7311401367188,940.0888671875,941.4757690429688,921.3246459960938,4237933,RELIANCE
2018-01-31,941.0795288085938,955.443359375,932.7088623046875,952.2733764648438,931.8910522460938,5792601,RELIANCE
2018-02-01,954.205078125,963.46728515625,927.8053588867188,934.9872436523438,914.9749755859375,7626196,RELIANCE
2018-02-02,926.2203369140625,935.0863037109375,892.5396118164062,895.858154296875,876.683349609375,13367616,RELIANCE
2018-02-05,885.6053466796875,903.931640625,873.5198974609375,893.6788330078125,874.5507202148438,8856689,RELIANCE
2018-02-06,868.7649536132812,889.5678100585938,862.8212890625,883.7232055664062,864.8081665039062,11104841,RELIANCE
2018-02-07,894.0750732421875,896.8983154296875,881.6428833007812,886.0015869140625,867.037841796875,7168146,RELIANCE
2018-02-08,889.46875,902.0989990234375,883.9708251953125,896.0562744140625,876.8773193359375,6380648,RELIANCE
2018-02-09,880.6522827148438,893.5302124023438,877.6804809570312,889.419189453125,870.3822631835938,5344463,RELIANCE
2018-02-12,894.5208129882812,909.578125,893.5797729492188,906.9034423828125,887.4923095703125,5481260,RELIANCE
2018-02-14,914.3330078125,933.64990234375,912.351806640625,924.883056640625,905.087158203125,10267369,RELIANCE
2018-02-15,928.845458984375,936.869384765625,919.4346923828125,926.8642578125,907.0259399414062,6167365,RELIANCE
2018-02-16,930.7771606445312,933.7490234375,909.4790649414062,912.6489868164062,893.1148071289062,4443395,RELIANCE
2018-02-19,912.351806640625,923.24853515625,904.9718017578125,918.2954711914062,898.6405639648438,4126685,RELIANCE
2018-02-20,920.2766723632812,920.821533203125,910.1724853515625,912.4508666992188,892.9210205078125,3903573,RELIANCE
2018-02-21,921.267333984375,923.7438354492188,913.4910278320312,920.6234130859375,900.9186401367188,5499873,RELIANCE
2018-02-22,913.3424072265625,922.2579345703125,911.3612060546875,915.6703491210938,896.0714721679688,5167371,RELIANCE
2018-02-23,916.7105102539062,929.1921997070312,914.0853881835938,925.4774169921875,905.668701171875,4896820,RELIANCE
2018-02-26,930.1828002929688,936.0274047851562,927.8053588867188,929.8856201171875,909.9825439453125,3893033,RELIANCE
2018-02-27,930.1828002929688,946.8250732421875,929.5388793945312,941.5748291015625,921.4215698242188,6470858,RELIANCE
2018-02-28,937.0675659179688,948.1128540039062,934.3433837890625,945.5867919921875,925.34765625,26144187,RELIANCE
2018-03-01,940.8318481445312,950.8865356445312,937.0675659179688,939.4945068359375,919.3857421875,4133465,RELIANCE
2018-03-05,934.145263671875,941.2280883789062,912.9461669921875,915.4227294921875,895.8292236328125,5688306,RELIANCE
2018-03-06,920.2766723632812,927.4091186523438,896.6011352539062,902.297119140625,882.9845581054688,7393101,RELIANCE
2018-03-07,900.712158203125,900.712158203125,879.7112426757812,881.395263671875,862.530029296875,7316409,RELIANCE
2018-03-08,889.2210693359375,905.912841796875,884.9119262695312,902.8914794921875,883.5662231445312,6130548,RELIANCE
2018-03-09,906.30908203125,910.71728515625,902.4952392578125,904.5260009765625,885.1657104492188,4909678,RELIANCE
2018-03-12,911.3612060546875,924.3381958007812,908.9342041015625,921.5645141601562,901.8395385742188,3837440,RELIANCE
2018-03-13,923.1494750976562,927.2109375,912.6985473632812,923.0999145507812,903.3421020507812,5145137,RELIANCE
2018-03-14,920.0785522460938,923.2980346679688,910.5687255859375,920.3262329101562,900.6277465820312,6795338,RELIANCE
2018-03-15,916.3142700195312,920.7224731445312,901.455078125,903.2382202148438,883.9054565429688,5866510,RELIANCE
2018-03-16,900.4644775390625,901.1578979492188,877.72998046875,891.5985107421875,872.5149536132812,14221100,RELIANCE
2018-03-19,892.5396118164062,898.3842163085938,883.6241455078125,887.0912475585938,868.1041259765625,5829127,RELIANCE
2018-03-20,884.9119262695312,895.511474609375,878.7205810546875,881.4447631835938,862.5784912109375,7011559,RELIANCE
2018-03-21,886.4473876953125,893.876953125,884.9119262695312,888.4780883789062,869.4613037109375,6791028,RELIANCE
2018-03-22,887.5865478515625,903.3867797851562,887.3389282226562,899.6224975585938,880.3671875,10212863,RELIANCE
2018-03-23,882.2372436523438,891.5490112304688,880.7513427734375,885.5062866210938,866.5530395507812,10831400,RELIANCE
2018-03-26,885.5557861328125,895.8086547851562,884.1194458007812,892.638671875,873.5328369140625,6104583,RELIANCE
2018-03-27,898.681396484375,902.1980590820312,888.5771484375,891.3508911132812,872.2725830078125,7005357,RELIANCE
2018-03-28,887.388427734375,887.43798828125,871.73681640625,874.4114379882812,855.6957397460938,8842618,RELIANCE
2018-04-02,884.61474609375,892.4901123046875,878.17578125,884.565185546875,865.6321411132812,5766209,RELIANCE
2018-04-03,882.633544921875,893.2330322265625,876.9375,891.1032104492188,872.0301513671875,6425059,RELIANCE
2018-04-04,896.2048950195312,903.2382202148438,883.6736450195312,886.4968872070312,867.5224609375,6560005,RELIANCE
2018-04-05,896.6011352539062,901.455078125,895.01611328125,899.6719970703125,880.4155883789062,3935631,RELIANCE
2018-04-06,899.473876953125,909.8753051757812,896.5020751953125,902.4457397460938,883.1300659179688,4460344,RELIANCE
2018-04-09,903.9811401367188,910.37060546875,903.9811401367188,907.3987426757812,887.9769287109375,3606112,RELIANCE
2018-04-10,909.7762451171875,915.224609375,905.566162109375,908.4389038085938,888.994873046875,3902042,RELIANCE
2018-04-11,913.144287109375,923.991455078125,907.4483032226562,922.1093139648438,902.3726806640625,6064484,RELIANCE
2018-04-12,921.1187133789062,927.8548583984375,915.5217895507812,919.9794921875,900.2883911132812,4994624,RELIANCE
2018-04-13,923.9419555664062,932.857421875,919.9794921875,930.0341796875,910.1279907226562,5822658,RELIANCE
2018-04-16,925.675537109375,931.1734008789062,919.7813720703125,928.2510986328125,908.3829956054688,4123166,RELIANCE
2018-04-17,931.1734008789062,938.3057861328125,927.2109375,935.3834838867188,915.3627319335938,4430313,RELIANCE
